record_id,student_id,academic_year,term,school_id,level,class,record_date,academic_scores
5440,S2411170,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 86,
""matematika"": 91,
""bahasa_inggris"": 84,
""IPA"": 93,
""fisika"": 87,
""kimia"": 97,
""biologi"": 91,
""IPS"": 77,
""sosiologi"": 71,
""ekonomi"": 77,
""geografi"": 73,
""pjok"": 94,
""informatika"": 88,
""seni_dan_prakarya"": 85
}"
5441,S2411171,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 86,
""matematika"": 84,
""bahasa_inggris"": 80,
""IPA"": 88,
""fisika"": 87,
""kimia"": 79,
""biologi"": 85,
""IPS"": 86,
""sosiologi"": 89,
""ekonomi"": 71,
""geografi"": 74,
""pjok"": 90,
""informatika"": 82,
""seni_dan_prakarya"": 84
}"
5442,S2411172,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 81,
""matematika"": 76,
""bahasa_inggris"": 79,
""IPA"": 78,
""fisika"": 72,
""kimia"": 72,
""biologi"": 76,
""IPS"": 86,
""sosiologi"": 71,
""ekonomi"": 76,
""geografi"": 83,
""pjok"": 92,
""informatika"": 78,
""seni_dan_prakarya"": 82
}"
5443,S2411173,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 82,
""matematika"": 75,
""bahasa_inggris"": 91,
""IPA"": 78,
""fisika"": 80,
""kimia"": 82,
""biologi"": 82,
""IPS"": 76,
""sosiologi"": 70,
""ekonomi"": 73,
""geografi"": 74,
""pjok"": 95,
""informatika"": 83,
""seni_dan_prakarya"": 78
}"
5444,S2411174,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 86,
""matematika"": 97,
""bahasa_inggris"": 93,
""IPA"": 92,
""fisika"": 95,
""kimia"": 87,
""biologi"": 85,
""IPS"": 89,
""sosiologi"": 88,
""ekonomi"": 92,
""geografi"": 83,
""pjok"": 96,
""informatika"": 95,
""seni_dan_prakarya"": 95
}"
5445,S2411175,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 75,
""matematika"": 75,
""bahasa_inggris"": 76,
""IPA"": 73,
""fisika"": 71,
""kimia"": 73,
""biologi"": 70,
""IPS"": 75,
""sosiologi"": 70,
""ekonomi"": 74,
""geografi"": 75,
""pjok"": 88,
""informatika"": 76,
""seni_dan_prakarya"": 80
}"
5446,S2411176,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 81,
""matematika"": 75,
""bahasa_inggris"": 83,
""IPA"": 77,
""fisika"": 70,
""kimia"": 76,
""biologi"": 82,
""IPS"": 81,
""sosiologi"": 86,
""ekonomi"": 71,
""geografi"": 80,
""pjok"": 91,
""informatika"": 79,
""seni_dan_prakarya"": 95
}"
5447,S2411177,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 83,
""matematika"": 75,
""bahasa_inggris"": 72,
""IPA"": 77,
""fisika"": 73,
""kimia"": 74,
""biologi"": 79,
""IPS"": 76,
""sosiologi"": 73,
""ekonomi"": 73,
""geografi"": 79,
""pjok"": 93,
""informatika"": 74,
""seni_dan_prakarya"": 76
}"
5448,S2411178,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 82,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 76,
""matematika"": 75,
""bahasa_inggris"": 78,
""IPA"": 76,
""fisika"": 81,
""kimia"": 79,
""biologi"": 72,
""IPS"": 73,
""sosiologi"": 71,
""ekonomi"": 72,
""geografi"": 77,
""pjok"": 86,
""informatika"": 77,
""seni_dan_prakarya"": 78
}"
5449,S2411179,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 86,
""matematika"": 83,
""bahasa_inggris"": 88,
""IPA"": 87,
""fisika"": 75,
""kimia"": 90,
""biologi"": 77,
""IPS"": 94,
""sosiologi"": 72,
""ekonomi"": 87,
""geografi"": 91,
""pjok"": 90,
""informatika"": 86,
""seni_dan_prakarya"": 95
}"
5450,S2411180,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 76,
""matematika"": 74,
""bahasa_inggris"": 74,
""IPA"": 76,
""fisika"": 73,
""kimia"": 75,
""biologi"": 78,
""IPS"": 74,
""sosiologi"": 73,
""ekonomi"": 78,
""geografi"": 77,
""pjok"": 81,
""informatika"": 74,
""seni_dan_prakarya"": 80
}"
5451,S2411181,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 88,
""matematika"": 77,
""bahasa_inggris"": 86,
""IPA"": 80,
""fisika"": 71,
""kimia"": 75,
""biologi"": 72,
""IPS"": 84,
""sosiologi"": 74,
""ekonomi"": 75,
""geografi"": 88,
""pjok"": 91,
""informatika"": 82,
""seni_dan_prakarya"": 87
}"
5452,S2411182,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 78,
""matematika"": 82,
""bahasa_inggris"": 83,
""IPA"": 77,
""fisika"": 76,
""kimia"": 78,
""biologi"": 77,
""IPS"": 76,
""sosiologi"": 72,
""ekonomi"": 78,
""geografi"": 74,
""pjok"": 86,
""informatika"": 83,
""seni_dan_prakarya"": 91
}"
5453,S2411183,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 80,
""matematika"": 81,
""bahasa_inggris"": 77,
""IPA"": 81,
""fisika"": 73,
""kimia"": 79,
""biologi"": 75,
""IPS"": 89,
""sosiologi"": 86,
""ekonomi"": 87,
""geografi"": 93,
""pjok"": 93,
""informatika"": 79,
""seni_dan_prakarya"": 88
}"
5454,S2411184,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 83,
""matematika"": 80,
""bahasa_inggris"": 83,
""IPA"": 82,
""fisika"": 75,
""kimia"": 87,
""biologi"": 83,
""IPS"": 88,
""sosiologi"": 72,
""ekonomi"": 85,
""geografi"": 70,
""pjok"": 96,
""informatika"": 82,
""seni_dan_prakarya"": 89
}"
5455,S2411185,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 88,
""bahasa_indonesia"": 88,
""matematika"": 86,
""bahasa_inggris"": 93,
""IPA"": 88,
""fisika"": 78,
""kimia"": 88,
""biologi"": 76,
""IPS"": 88,
""sosiologi"": 85,
""ekonomi"": 91,
""geografi"": 70,
""pjok"": 97,
""informatika"": 90,
""seni_dan_prakarya"": 80
}"
5456,S2411186,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 76,
""matematika"": 75,
""bahasa_inggris"": 80,
""IPA"": 74,
""fisika"": 75,
""kimia"": 74,
""biologi"": 71,
""IPS"": 75,
""sosiologi"": 77,
""ekonomi"": 71,
""geografi"": 75,
""pjok"": 92,
""informatika"": 78,
""seni_dan_prakarya"": 77
}"
5457,S2411187,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 82,
""matematika"": 83,
""bahasa_inggris"": 83,
""IPA"": 77,
""fisika"": 76,
""kimia"": 79,
""biologi"": 71,
""IPS"": 77,
""sosiologi"": 77,
""ekonomi"": 79,
""geografi"": 74,
""pjok"": 91,
""informatika"": 83,
""seni_dan_prakarya"": 88
}"
5458,S2411188,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 82,
""matematika"": 77,
""bahasa_inggris"": 81,
""IPA"": 76,
""fisika"": 78,
""kimia"": 81,
""biologi"": 77,
""IPS"": 85,
""sosiologi"": 87,
""ekonomi"": 88,
""geografi"": 75,
""pjok"": 98,
""informatika"": 79,
""seni_dan_prakarya"": 88
}"
5459,S2411189,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 87,
""matematika"": 78,
""bahasa_inggris"": 81,
""IPA"": 78,
""fisika"": 78,
""kimia"": 73,
""biologi"": 70,
""IPS"": 80,
""sosiologi"": 74,
""ekonomi"": 84,
""geografi"": 76,
""pjok"": 94,
""informatika"": 80,
""seni_dan_prakarya"": 95
}"
5460,S2411190,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 85,
""matematika"": 78,
""bahasa_inggris"": 92,
""IPA"": 81,
""fisika"": 77,
""kimia"": 85,
""biologi"": 74,
""IPS"": 85,
""sosiologi"": 71,
""ekonomi"": 78,
""geografi"": 72,
""pjok"": 95,
""informatika"": 85,
""seni_dan_prakarya"": 82
}"
5461,S2411191,2024/2025,Term 3,ADP,10,10C,2025-04-25,"{
""pendidikan_agama"": 81,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 77,
""matematika"": 73,
""bahasa_inggris"": 74,
""IPA"": 75,
""fisika"": 75,
""kimia"": 70,
""biologi"": 75,
""IPS"": 75,
""sosiologi"": 75,
""ekonomi"": 71,
""geografi"": 77,
""pjok"": 82,
""informatika"": 74,
""seni_dan_prakarya"": 79
}"
5462,S2411192,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 85,
""bahasa_indonesia"": 88,
""matematika"": 85,
""bahasa_inggris"": 93,
""IPA"": 79,
""fisika"": 82,
""kimia"": 70,
""biologi"": 71,
""IPS"": 90,
""sosiologi"": 92,
""ekonomi"": 79,
""geografi"": 84,
""pjok"": 91,
""informatika"": 89,
""seni_dan_prakarya"": 94
}"
5463,S2411193,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 87,
""matematika"": 82,
""bahasa_inggris"": 85,
""IPA"": 81,
""fisika"": 85,
""kimia"": 74,
""biologi"": 78,
""IPS"": 88,
""sosiologi"": 75,
""ekonomi"": 74,
""geografi"": 83,
""pjok"": 92,
""informatika"": 84,
""seni_dan_prakarya"": 93
}"
5464,S2411194,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 79,
""matematika"": 75,
""bahasa_inggris"": 75,
""IPA"": 77,
""fisika"": 79,
""kimia"": 71,
""biologi"": 76,
""IPS"": 73,
""sosiologi"": 75,
""ekonomi"": 70,
""geografi"": 73,
""pjok"": 88,
""informatika"": 75,
""seni_dan_prakarya"": 83
}"
5465,S2411195,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 94,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 91,
""matematika"": 95,
""bahasa_inggris"": 92,
""IPA"": 87,
""fisika"": 89,
""kimia"": 80,
""biologi"": 85,
""IPS"": 92,
""sosiologi"": 71,
""ekonomi"": 84,
""geografi"": 88,
""pjok"": 94,
""informatika"": 94,
""seni_dan_prakarya"": 98
}"
5466,S2411196,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 94,
""pendidikan_pancasila"": 95,
""bahasa_indonesia"": 92,
""matematika"": 91,
""bahasa_inggris"": 90,
""IPA"": 87,
""fisika"": 92,
""kimia"": 78,
""biologi"": 85,
""IPS"": 96,
""sosiologi"": 70,
""ekonomi"": 84,
""geografi"": 70,
""pjok"": 96,
""informatika"": 91,
""seni_dan_prakarya"": 96
}"
5467,S2411197,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 96,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 91,
""matematika"": 96,
""bahasa_inggris"": 94,
""IPA"": 93,
""fisika"": 74,
""kimia"": 78,
""biologi"": 88,
""IPS"": 93,
""sosiologi"": 98,
""ekonomi"": 85,
""geografi"": 93,
""pjok"": 96,
""informatika"": 95,
""seni_dan_prakarya"": 99
}"
5468,S2411198,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 95,
""pendidikan_pancasila"": 93,
""bahasa_indonesia"": 88,
""matematika"": 84,
""bahasa_inggris"": 93,
""IPA"": 89,
""fisika"": 73,
""kimia"": 86,
""biologi"": 71,
""IPS"": 92,
""sosiologi"": 82,
""ekonomi"": 75,
""geografi"": 93,
""pjok"": 92,
""informatika"": 89,
""seni_dan_prakarya"": 97
}"
5469,S2411199,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 91,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 91,
""matematika"": 75,
""bahasa_inggris"": 81,
""IPA"": 74,
""fisika"": 73,
""kimia"": 75,
""biologi"": 74,
""IPS"": 84,
""sosiologi"": 70,
""ekonomi"": 82,
""geografi"": 75,
""pjok"": 88,
""informatika"": 78,
""seni_dan_prakarya"": 90
}"
5470,S2411200,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 77,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 75,
""matematika"": 72,
""bahasa_inggris"": 81,
""IPA"": 75,
""fisika"": 79,
""kimia"": 76,
""biologi"": 80,
""IPS"": 72,
""sosiologi"": 73,
""ekonomi"": 76,
""geografi"": 75,
""pjok"": 81,
""informatika"": 77,
""seni_dan_prakarya"": 79
}"
5471,S2411201,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 86,
""matematika"": 96,
""bahasa_inggris"": 92,
""IPA"": 93,
""fisika"": 85,
""kimia"": 91,
""biologi"": 97,
""IPS"": 88,
""sosiologi"": 74,
""ekonomi"": 86,
""geografi"": 71,
""pjok"": 94,
""informatika"": 94,
""seni_dan_prakarya"": 91
}"
5472,S2411202,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 93,
""pendidikan_pancasila"": 90,
""bahasa_indonesia"": 90,
""matematika"": 81,
""bahasa_inggris"": 85,
""IPA"": 84,
""fisika"": 77,
""kimia"": 81,
""biologi"": 87,
""IPS"": 94,
""sosiologi"": 74,
""ekonomi"": 90,
""geografi"": 76,
""pjok"": 91,
""informatika"": 83,
""seni_dan_prakarya"": 92
}"
5473,S2411203,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 80,
""matematika"": 83,
""bahasa_inggris"": 80,
""IPA"": 77,
""fisika"": 73,
""kimia"": 79,
""biologi"": 71,
""IPS"": 74,
""sosiologi"": 78,
""ekonomi"": 77,
""geografi"": 70,
""pjok"": 91,
""informatika"": 82,
""seni_dan_prakarya"": 79
}"
5474,S2411204,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 95,
""bahasa_indonesia"": 93,
""matematika"": 93,
""bahasa_inggris"": 96,
""IPA"": 93,
""fisika"": 79,
""kimia"": 95,
""biologi"": 71,
""IPS"": 97,
""sosiologi"": 97,
""ekonomi"": 95,
""geografi"": 82,
""pjok"": 97,
""informatika"": 95,
""seni_dan_prakarya"": 99
}"
5475,S2411205,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 92,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 81,
""matematika"": 75,
""bahasa_inggris"": 82,
""IPA"": 74,
""fisika"": 72,
""kimia"": 78,
""biologi"": 71,
""IPS"": 77,
""sosiologi"": 79,
""ekonomi"": 72,
""geografi"": 82,
""pjok"": 87,
""informatika"": 79,
""seni_dan_prakarya"": 79
}"
5476,S2411206,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 87,
""matematika"": 89,
""bahasa_inggris"": 88,
""IPA"": 77,
""fisika"": 82,
""kimia"": 70,
""biologi"": 82,
""IPS"": 81,
""sosiologi"": 79,
""ekonomi"": 71,
""geografi"": 85,
""pjok"": 90,
""informatika"": 89,
""seni_dan_prakarya"": 85
}"
5477,S2411207,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 84,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 89,
""matematika"": 77,
""bahasa_inggris"": 92,
""IPA"": 76,
""fisika"": 76,
""kimia"": 76,
""biologi"": 73,
""IPS"": 73,
""sosiologi"": 75,
""ekonomi"": 77,
""geografi"": 74,
""pjok"": 83,
""informatika"": 85,
""seni_dan_prakarya"": 88
}"
5478,S2411208,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 89,
""bahasa_indonesia"": 85,
""matematika"": 83,
""bahasa_inggris"": 84,
""IPA"": 83,
""fisika"": 82,
""kimia"": 75,
""biologi"": 79,
""IPS"": 81,
""sosiologi"": 84,
""ekonomi"": 72,
""geografi"": 81,
""pjok"": 91,
""informatika"": 84,
""seni_dan_prakarya"": 93
}"
5479,S2411209,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 94,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 88,
""matematika"": 83,
""bahasa_inggris"": 89,
""IPA"": 82,
""fisika"": 83,
""kimia"": 72,
""biologi"": 78,
""IPS"": 85,
""sosiologi"": 70,
""ekonomi"": 81,
""geografi"": 71,
""pjok"": 90,
""informatika"": 86,
""seni_dan_prakarya"": 89
}"
5480,S2411210,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 79,
""bahasa_indonesia"": 79,
""matematika"": 72,
""bahasa_inggris"": 77,
""IPA"": 74,
""fisika"": 74,
""kimia"": 71,
""biologi"": 74,
""IPS"": 78,
""sosiologi"": 70,
""ekonomi"": 81,
""geografi"": 75,
""pjok"": 86,
""informatika"": 75,
""seni_dan_prakarya"": 75
}"
5481,S2411211,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 86,
""bahasa_indonesia"": 88,
""matematika"": 79,
""bahasa_inggris"": 83,
""IPA"": 81,
""fisika"": 86,
""kimia"": 77,
""biologi"": 76,
""IPS"": 87,
""sosiologi"": 72,
""ekonomi"": 75,
""geografi"": 90,
""pjok"": 91,
""informatika"": 81,
""seni_dan_prakarya"": 94
}"
5482,S2411212,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 82,
""matematika"": 78,
""bahasa_inggris"": 85,
""IPA"": 79,
""fisika"": 73,
""kimia"": 83,
""biologi"": 74,
""IPS"": 79,
""sosiologi"": 70,
""ekonomi"": 79,
""geografi"": 70,
""pjok"": 90,
""informatika"": 82,
""seni_dan_prakarya"": 85
}"
5483,S2411213,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 93,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 89,
""matematika"": 76,
""bahasa_inggris"": 84,
""IPA"": 78,
""fisika"": 78,
""kimia"": 75,
""biologi"": 70,
""IPS"": 83,
""sosiologi"": 79,
""ekonomi"": 75,
""geografi"": 83,
""pjok"": 95,
""informatika"": 80,
""seni_dan_prakarya"": 91
}"
5484,S2411214,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 82,
""matematika"": 76,
""bahasa_inggris"": 83,
""IPA"": 75,
""fisika"": 70,
""kimia"": 70,
""biologi"": 80,
""IPS"": 73,
""sosiologi"": 71,
""ekonomi"": 76,
""geografi"": 71,
""pjok"": 86,
""informatika"": 80,
""seni_dan_prakarya"": 88
}"
5485,S2411215,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 85,
""pendidikan_pancasila"": 84,
""bahasa_indonesia"": 91,
""matematika"": 77,
""bahasa_inggris"": 80,
""IPA"": 78,
""fisika"": 80,
""kimia"": 78,
""biologi"": 73,
""IPS"": 87,
""sosiologi"": 74,
""ekonomi"": 87,
""geografi"": 88,
""pjok"": 92,
""informatika"": 79,
""seni_dan_prakarya"": 89
}"
5486,S2411216,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 87,
""matematika"": 76,
""bahasa_inggris"": 87,
""IPA"": 75,
""fisika"": 76,
""kimia"": 78,
""biologi"": 77,
""IPS"": 78,
""sosiologi"": 75,
""ekonomi"": 80,
""geografi"": 73,
""pjok"": 85,
""informatika"": 82,
""seni_dan_prakarya"": 93
}"
5487,S2411217,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 77,
""bahasa_indonesia"": 83,
""matematika"": 78,
""bahasa_inggris"": 78,
""IPA"": 74,
""fisika"": 73,
""kimia"": 74,
""biologi"": 70,
""IPS"": 74,
""sosiologi"": 72,
""ekonomi"": 76,
""geografi"": 79,
""pjok"": 86,
""informatika"": 78,
""seni_dan_prakarya"": 89
}"
5488,S2411218,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 91,
""pendidikan_pancasila"": 81,
""bahasa_indonesia"": 90,
""matematika"": 77,
""bahasa_inggris"": 89,
""IPA"": 83,
""fisika"": 75,
""kimia"": 87,
""biologi"": 73,
""IPS"": 88,
""sosiologi"": 87,
""ekonomi"": 87,
""geografi"": 93,
""pjok"": 89,
""informatika"": 83,
""seni_dan_prakarya"": 89
}"
5489,S2411219,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 87,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 90,
""matematika"": 84,
""bahasa_inggris"": 94,
""IPA"": 85,
""fisika"": 90,
""kimia"": 83,
""biologi"": 90,
""IPS"": 82,
""sosiologi"": 80,
""ekonomi"": 72,
""geografi"": 82,
""pjok"": 87,
""informatika"": 89,
""seni_dan_prakarya"": 92
}"
5490,S2411220,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 80,
""pendidikan_pancasila"": 76,
""bahasa_indonesia"": 74,
""matematika"": 73,
""bahasa_inggris"": 77,
""IPA"": 75,
""fisika"": 71,
""kimia"": 76,
""biologi"": 73,
""IPS"": 72,
""sosiologi"": 75,
""ekonomi"": 71,
""geografi"": 76,
""pjok"": 80,
""informatika"": 75,
""seni_dan_prakarya"": 84
}"
5491,S2411221,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 75,
""bahasa_indonesia"": 85,
""matematika"": 90,
""bahasa_inggris"": 88,
""IPA"": 76,
""fisika"": 78,
""kimia"": 73,
""biologi"": 70,
""IPS"": 74,
""sosiologi"": 74,
""ekonomi"": 79,
""geografi"": 75,
""pjok"": 87,
""informatika"": 89,
""seni_dan_prakarya"": 88
}"
5492,S2411222,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 91,
""pendidikan_pancasila"": 87,
""bahasa_indonesia"": 89,
""matematika"": 86,
""bahasa_inggris"": 85,
""IPA"": 83,
""fisika"": 85,
""kimia"": 83,
""biologi"": 73,
""IPS"": 86,
""sosiologi"": 82,
""ekonomi"": 77,
""geografi"": 78,
""pjok"": 95,
""informatika"": 86,
""seni_dan_prakarya"": 96
}"
5493,S2411223,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 86,
""pendidikan_pancasila"": 78,
""bahasa_indonesia"": 84,
""matematika"": 78,
""bahasa_inggris"": 86,
""IPA"": 80,
""fisika"": 79,
""kimia"": 72,
""biologi"": 77,
""IPS"": 77,
""sosiologi"": 80,
""ekonomi"": 72,
""geografi"": 73,
""pjok"": 91,
""informatika"": 82,
""seni_dan_prakarya"": 83
}"
5494,S2411224,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 90,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 88,
""matematika"": 76,
""bahasa_inggris"": 78,
""IPA"": 77,
""fisika"": 82,
""kimia"": 70,
""biologi"": 76,
""IPS"": 78,
""sosiologi"": 83,
""ekonomi"": 70,
""geografi"": 79,
""pjok"": 94,
""informatika"": 77,
""seni_dan_prakarya"": 79
}"
5495,S2411225,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 97,
""pendidikan_pancasila"": 92,
""bahasa_indonesia"": 92,
""matematika"": 90,
""bahasa_inggris"": 92,
""IPA"": 86,
""fisika"": 87,
""kimia"": 90,
""biologi"": 82,
""IPS"": 93,
""sosiologi"": 93,
""ekonomi"": 83,
""geografi"": 80,
""pjok"": 92,
""informatika"": 91,
""seni_dan_prakarya"": 95
}"
5496,S2411226,2024/2025,Term 3,AGS,10,10A,2025-04-25,"{
""pendidikan_agama"": 89,
""pendidikan_pancasila"": 80,
""bahasa_indonesia"": 83,
""matematika"": 93,
""bahasa_inggris"": 90,
""IPA"": 88,
""fisika"": 92,
""kimia"": 81,
""biologi"": 79,
""IPS"": 88,
""sosiologi"": 90,
""ekonomi"": 74,
""geografi"": 88,
""pjok"": 87,
""informatika"": 92,
""seni_dan_prakarya"": 94
}"
5497,S2411227,2024/2025,Term 3,AGS,10,10B,2025-04-25,"{
""pendidikan_agama"": 88,
""pendidikan_pancasila"": 82,
""bahasa_indonesia"": 83,
""matematika"": 75,
""bahasa_inggris"": 88,
""IPA"": 76,
""fisika"": 71,
""kimia"": 79,
""biologi"": 79,
""IPS"": 74,
""sosiologi"": 72,
""ekonomi"": 75,
""geografi"": 75,
""pjok"": 81,
""informatika"": 82,
""seni_dan_prakarya"": 92
}"
5498,S2411228,2024/2025,Term 3,AGS,10,10B,2025-04-25,"{
""pendidikan_agama"": 83,
""pendidikan_pancasila"": 74,
""bahasa_indonesia"": 74,
""matematika"": 72,
""bahasa_inggris"": 75,
""IPA"": 72,
""fisika"": 75,
""kimia"": 73,
""biologi"": 70,
""IPS"": 72,
""sosiologi"": 70,
""ekonomi"": 71,
""geografi"": 74,
""pjok"": 77,
""informatika"": 74,
""seni_dan_prakarya"": 74
}"
